"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Dominic Leone","CLE","0","0","0","12","0","9.2","14.90","4.66","2.79",".478","67.6%","30.8%","37.5%","8.38","7.45","5.47","3.03","-0.1","0","14","9","9","3","5","0","1","16","8","8","10",".333","1.97",".478","67.6%","1.00","38.5%","30.8%","30.8%","0.0%","37.5%","34.0%","35.6%","30.4%","","","","37.0%","75.0%","49.7%","42.6%","87.5%","65.3%","33.5%","17.3%","3","34.0%","10.6%","3.23","87.0","7.9","19.2%","111.0","50.0%","29.8%","13763"
"Luke Farrell","TEX","0","0","0","4","0","5.1","13.50","8.44","1.69",".333","62.5%","33.3%","16.7%","8.44","6.69","6.00","5.74","0.0","0","5","5","5","1","5","1","2","8","4","6","2",".238","1.88",".333","62.5%","0.67","16.7%","33.3%","50.0%","33.3%","16.7%","36.1%","42.0%","","21.0%","","0.8%","27.9%","51.7%","39.5%","35.3%","93.3%","72.3%","48.7%","10.9%","0","29.6%","18.5%","4.87","92.3","25.3","23.1%","103.8","46.2%","32.8%","15101"
"Ivan Nova","DET","1","1","0","4","4","19.0","4.26","4.26","1.89",".273","51.2%","56.7%","20.0%","8.53","7.92","6.40","5.69","-0.2","0","22","18","18","4","9","0","2","9","38","20","9",".278","1.63",".273","51.2%","1.90","13.4%","56.7%","29.9%","0.0%","20.0%","59.2%","","","25.4%","15.5%","","31.8%","77.2%","50.0%","66.7%","89.8%","81.0%","40.1%","9.5%","0","10.2%","10.2%","5.90","90.2","6.0","10.0%","112.8","41.4%","23.9%","1994"
"Deolis Guerra","PHI","1","3","0","9","0","7.1","9.82","2.45","3.68",".333","51.0%","54.2%","37.5%","8.59","5.10","7.96","4.75","-0.2","0","10","9","7","3","2","2","0","8","13","8","3",".313","1.64",".333","51.0%","1.63","12.5%","54.2%","33.3%","12.5%","37.5%","42.3%","","6.9%","10.8%","40.0%","","37.3%","72.3%","50.0%","58.1%","79.4%","69.2%","36.2%","15.4%","0","22.2%","5.6%","3.69","85.9","4.7","16.7%","110.2","45.8%","31.5%","8410"
"Tyler Bashlor","PIT","0","0","0","8","0","8.1","6.48","4.32","2.16",".292","57.4%","46.2%","25.0%","8.64","6.00","7.03","5.76","-0.2","0","9","8","8","2","4","2","1","6","12","8","6",".281","1.56",".292","57.4%","1.50","23.1%","46.2%","30.8%","0.0%","25.0%","48.5%","","","37.1%","14.4%","","20.0%","75.4%","43.9%","60.0%","86.0%","79.3%","43.2%","9.1%","0","15.8%","10.5%","5.13","91.8","10.7","3.8%","107.8","38.5%","24.2%","15203"
"Michael Fulmer","DET","0","2","0","10","10","27.2","6.51","3.90","2.60",".389","66.2%","36.0%","22.2%","8.78","8.27","6.91","5.66","-0.3","0","45","27","27","8","12","1","0","20","36","36","28",".366","2.06",".389","66.2%","1.00","28.0%","36.0%","36.0%","11.1%","22.2%","62.3%","23.1%","","4.9%","9.7%","","30.3%","66.5%","43.2%","72.8%","91.2%","82.9%","35.6%","7.4%","0","14.7%","8.8%","5.58","90.8","17.4","9.7%","111.3","44.7%","22.5%","13218"
"Touki Toussaint","ATL","0","2","0","7","5","24.1","11.10","5.92","2.59",".323","52.4%","38.8%","33.3%","8.88","6.95","7.05","4.98","-0.4","0","27","28","24","7","16","5","2","30","26","21","20",".273","1.77",".323","52.4%","1.24","29.9%","38.8%","31.3%","9.5%","33.3%","41.1%","9.6%","","28.9%","","20.4%","29.6%","60.5%","41.5%","55.1%","81.7%","70.1%","38.7%","12.4%","0","25.0%","13.3%","4.83","89.2","13.2","13.0%","112.4","39.1%","31.0%","16929"
"Erik Kratz","NYY","0","0","0","2","0","2.0","0.00","0.00","9.00",".000","100.0%","37.5%","40.0%","9.00","10.95","17.69","9.51","-0.1","0","2","2","2","2","0","1","0","0","3","5","0",".250","1.00",".000","100.0%","0.60","0.0%","37.5%","62.5%","20.0%","40.0%","55.3%","","","","","","34.8%","73.3%","50.0%","87.5%","90.9%","89.5%","39.5%","5.3%","0","0.0%","0.0%","7.15","87.8","10.8","25.0%","107.9","50.0%","18.4%","4403"
"Logan Forsythe","MIA","0","0","0","1","0","1.0","0.00","9.00","0.00",".400","66.7%","0.0%","0.0%","9.00","6.44","6.19","11.98","0.0","0","2","1","1","0","1","0","1","0","0","3","2",".400","3.00",".400","66.7%","0.00","40.0%","0.0%","60.0%","0.0%","0.0%","70.4%","","","","29.6%","","47.1%","80.0%","59.3%","100.0%","100.0%","100.0%","37.0%","0.0%","0","0.0%","16.7%","10.54","92.2","22.3","0.0%","100.9","40.0%","11.1%","7185"
"Ehire Adrianza","MIN","0","0","0","1","0","1.0","0.00","0.00","9.00",".000","100.0%","25.0%","50.0%","9.00","60.06","19.19","10.05","-0.1","0","1","1","1","1","0","1","0","0","1","2","1",".250","1.00",".000","100.0%","0.50","25.0%","25.0%","50.0%","0.0%","50.0%","94.4%","5.6%","","","","","44.4%","66.7%","55.6%","75.0%","100.0%","90.0%","50.0%","5.6%","0","0.0%","0.0%","7.05","96.2","17.6","25.0%","105.8","50.0%","16.7%","8418"
"Yolmer Sanchez","CHW","0","0","0","1","0","1.0","0.00","0.00","9.00",".333","100.0%","25.0%","50.0%","9.00","15.79","16.19","7.05","0.0","0","2","1","1","1","0","0","0","0","1","2","1",".500","2.00",".333","100.0%","0.50","25.0%","25.0%","50.0%","50.0%","50.0%","100.0%","","","","","","44.4%","75.0%","53.8%","100.0%","100.0%","100.0%","30.8%","0.0%","0","0.0%","0.0%","7.28","90.5","26.6","25.0%","101.7","50.0%","15.4%","11602"
"Yacksel Rios","PIT","0","0","0","3","0","4.0","6.75","4.50","0.00",".273","33.3%","54.5%","0.0%","9.00","4.27","3.94","5.39","0.0","0","3","4","4","0","2","1","0","3","6","3","2",".214","1.25",".273","33.3%","2.00","18.2%","54.5%","27.3%","33.3%","0.0%","66.1%","8.1%","","16.1%","9.7%","","29.4%","57.1%","41.9%","60.0%","68.8%","65.4%","45.2%","14.5%","1","17.6%","11.8%","4.92","81.5","6.7","0.0%","102.0","27.3%","32.3%","15007"
"Jeff Brigham","MIA","0","0","0","1","0","1.0","0.00","0.00","0.00",".400","50.0%","0.0%","0.0%","9.00","1.39","3.19","10.90","0.1","0","2","1","1","0","0","0","0","0","0","4","1",".400","2.00",".400","50.0%","0.00","20.0%","0.0%","80.0%","25.0%","0.0%","68.2%","31.8%","","","","","27.3%","63.6%","45.5%","100.0%","100.0%","100.0%","50.0%","0.0%","0","0.0%","0.0%","11.38","86.3","41.6","0.0%","94.8","0.0%","13.6%","16631"
"Carlos Sanabria","HOU","0","0","0","2","0","2.0","9.00","13.50","4.50",".333","87.0%","14.3%","20.0%","9.00","20.37","12.19","10.51","-0.1","0","3","2","2","1","3","0","2","2","1","5","1",".333","3.00",".333","87.0%","0.20","14.3%","14.3%","71.4%","0.0%","20.0%","57.1%","32.7%","","6.1%","4.1%","","20.0%","52.6%","32.7%","83.3%","70.0%","75.0%","38.8%","8.2%","0","16.7%","25.0%","8.28","96.3","28.9","28.6%","106.2","71.4%","28.6%","16634"
"Richard Lovelady","KCR","0","0","0","1","0","1.0","0.00","9.00","9.00",".000","100.0%","33.3%","50.0%","9.00","37.28","19.19","10.05","-0.1","0","1","1","1","1","1","0","0","0","1","2","0",".333","2.00",".000","100.0%","0.50","0.0%","33.3%","66.7%","0.0%","50.0%","53.8%","46.2%","","","","","20.0%","66.7%","30.8%","100.0%","100.0%","100.0%","23.1%","0.0%","0","0.0%","25.0%","10.73","94.3","23.7","33.3%","106.4","66.7%","15.4%","19337"
"Bernardo Flores Jr.","CHW","0","0","0","2","0","2.0","9.00","0.00","0.00",".500","50.0%","50.0%","0.0%","9.00","4.67","1.19","1.19","0.0","0","4","2","2","0","0","0","0","2","4","0","4",".400","2.00",".500","50.0%","4.00","50.0%","50.0%","0.0%","0.0%","0.0%","55.6%","11.1%","","22.2%","11.1%","","40.0%","75.0%","55.6%","100.0%","66.7%","80.0%","44.4%","11.1%","0","20.0%","0.0%","2.36","75.3","7.5","0.0%","103.4","25.0%","33.3%","19561"
"Santiago Espinal","TOR","0","0","0","2","0","2.0","0.00","4.50","4.50",".250","83.3%","11.1%","14.3%","9.00","9.18","12.69","12.94","-0.1","0","3","2","2","1","1","1","0","0","1","7","1",".333","2.00",".250","83.3%","0.14","11.1%","11.1%","77.8%","14.3%","14.3%","100.0%","","","","","","34.5%","100.0%","52.5%","100.0%","100.0%","100.0%","27.5%","0.0%","0","0.0%","9.1%","9.88","93.2","36.8","11.1%","100.5","44.4%","7.5%","19997"
"Johan Quezada","MIA","0","0","0","3","0","3.0","6.00","3.00","3.00",".375","55.6%","55.6%","50.0%","9.00","9.82","7.19","4.14","-0.1","0","4","3","3","1","1","0","0","2","5","2","2",".364","1.67",".375","55.6%","2.50","22.2%","55.6%","22.2%","0.0%","50.0%","62.1%","37.9%","","","","","39.4%","68.0%","51.7%","84.6%","82.4%","83.3%","43.1%","8.6%","0","16.7%","8.3%","4.33","86.1","4.7","11.1%","106.9","33.3%","24.1%","20643"
"Stephen Tarpley","MIA","2","2","1","12","0","11.0","9.00","6.55","1.64",".310","52.1%","46.4%","20.0%","9.00","5.03","6.56","5.94","-0.2","0","11","12","11","2","8","3","0","11","13","10","5",".262","1.73",".310","52.1%","1.30","17.9%","46.4%","35.7%","10.0%","20.0%","68.5%","31.5%","","","","","25.5%","59.5%","40.3%","57.7%","89.4%","78.1%","43.6%","8.8%","2","20.8%","15.1%","5.28","89.4","5.6","6.5%","106.9","38.7%","28.7%","15859"
"Ian Kennedy","KCR","0","2","0","15","1","14.0","9.64","3.21","4.50",".317","55.6%","38.3%","31.8%","9.00","6.36","8.83","5.36","-0.6","0","20","17","14","7","5","1","0","15","18","22","7",".317","1.79",".317","55.6%","0.82","14.9%","38.3%","46.8%","9.1%","31.8%","50.2%","","31.8%","10.7%","7.3%","","31.3%","73.2%","51.7%","76.2%","82.8%","80.7%","48.7%","10.0%","2","21.7%","7.2%","4.27","92.5","19.8","14.6%","112.5","45.8%","26.1%","6986"
"Nick Goody","TEX","0","2","1","17","1","11.0","10.64","6.55","2.45",".355","56.2%","38.2%","21.4%","9.00","5.89","6.56","5.46","-0.2","2","14","12","11","3","8","0","1","13","13","14","7",".298","2.00",".355","56.2%","0.93","20.6%","38.2%","41.2%","7.1%","21.4%","43.1%","56.9%","","","","","23.0%","70.3%","44.3%","74.2%","76.9%","76.1%","45.1%","10.6%","0","23.6%","14.5%","4.93","86.1","15.2","11.8%","105.4","26.5%","29.3%","13685"
"Heath Hembree","- - -","3","0","0","22","0","19.0","9.47","3.79","4.26",".333","72.6%","31.7%","29.0%","9.00","8.69","8.82","5.81","-0.8","1","26","19","19","9","8","2","0","20","19","31","10",".325","1.79",".333","72.6%","0.61","16.7%","31.7%","51.7%","6.5%","29.0%","57.6%","32.8%","","9.6%","","","33.5%","74.3%","50.1%","63.9%","81.8%","74.7%","40.8%","12.7%","3","22.2%","8.9%","4.47","89.9","17.0","20.0%","111.7","36.7%","26.4%","11632"
"Sam Gaviglio","TOR","0","1","0","4","0","3.0","3.00","15.00","0.00",".273","62.5%","9.1%","0.0%","9.00","9.07","7.52","11.38","-0.1","0","3","3","3","0","5","0","0","1","1","6","4",".250","2.67",".273","62.5%","0.17","36.4%","9.1%","54.5%","0.0%","0.0%","50.7%","44.8%","","","4.5%","","15.2%","57.1%","28.4%","85.7%","100.0%","94.7%","31.3%","1.5%","0","5.9%","29.4%","10.79","95.8","26.4","9.1%","107.0","45.5%","17.9%","12778"
"Jeff Hoffman","COL","2","1","1","16","0","21.1","8.44","3.80","1.27",".414","51.5%","36.1%","10.7%","9.28","6.00","4.69","5.39","0.1","0","32","23","22","3","9","2","4","20","26","28","18",".344","1.92",".414","51.5%","0.93","25.0%","36.1%","38.9%","10.7%","10.7%","54.8%","","","18.1%","27.1%","","27.9%","69.9%","46.5%","72.6%","83.7%","80.0%","44.2%","9.3%","0","19.2%","8.7%","4.64","92.3","16.2","9.6%","112.8","53.4%","25.1%","17432"
"Chance Adams","KCR","0","0","0","6","0","8.2","6.23","0.00","1.04",".424","44.1%","29.4%","7.1%","9.35","5.55","3.31","4.92","0.1","0","15","9","9","1","0","0","2","6","10","14","10",".375","1.73",".424","44.1%","0.71","29.4%","29.4%","41.2%","0.0%","7.1%","47.7%","4.6%","","43.7%","4.0%","","28.4%","66.2%","42.5%","74.2%","95.3%","86.5%","37.4%","5.7%","0","15.0%","0.0%","4.47","90.7","20.8","5.9%","111.3","41.2%","23.6%","18135"
"Marcus Walden","BOS","0","2","1","15","0","13.1","6.75","6.08","3.38",".383","56.0%","40.4%","35.7%","9.45","11.91","8.59","5.74","-0.6","0","23","18","14","5","9","0","1","10","21","14","17",".371","2.40",".383","56.0%","1.50","32.7%","40.4%","26.9%","0.0%","35.7%","37.5%","21.8%","40.7%","","","","25.6%","78.6%","47.4%","55.8%","96.7%","83.7%","41.1%","7.7%","2","14.1%","12.7%","5.67","93.4","10.4","9.6%","115.2","50.0%","18.6%","8004"
"Robert Gsellman","NYM","0","0","0","6","4","14.0","5.79","5.14","2.57",".367","63.0%","41.5%","21.1%","9.64","8.74","7.55","6.45","-0.4","0","22","15","15","4","8","1","2","9","22","19","12",".355","2.14",".367","63.0%","1.16","22.6%","41.5%","35.8%","0.0%","21.1%","63.5%","22.4%","","6.9%","7.2%","","28.9%","73.1%","45.5%","78.0%","89.5%","84.9%","37.5%","6.8%","1","12.7%","11.3%","5.99","88.8","13.5","11.3%","112.9","49.1%","19.1%","13696"
"Brian Moran","- - -","1","0","0","7","0","4.2","13.50","11.57","1.93",".417","66.0%","46.2%","33.3%","9.64","7.13","6.83","5.29","0.0","1","6","5","5","1","6","0","0","7","6","3","4",".300","2.57",".417","66.0%","2.00","30.8%","46.2%","23.1%","0.0%","33.3%","60.9%","39.1%","","","","","18.6%","67.5%","36.4%","61.5%","66.7%","65.0%","36.4%","12.7%","0","26.9%","23.1%","5.92","91.4","9.4","7.7%","104.9","46.2%","28.2%","9646"
"Steven Matz","NYM","0","5","0","9","6","30.2","10.57","2.93","4.11",".341","58.6%","32.6%","37.8%","9.68","6.99","7.76","4.15","-0.7","0","42","33","33","14","10","0","2","36","31","37","27",".318","1.70",".341","58.6%","0.84","28.4%","32.6%","38.9%","5.4%","37.8%","53.9%","4.7%","","15.0%","26.4%","","32.6%","67.2%","47.2%","64.7%","86.7%","77.9%","42.3%","10.4%","0","25.4%","7.0%","4.05","91.5","15.2","13.5%","114.7","49.0%","27.5%","13361"
"Jeff Samardzija","SFG","0","2","0","4","4","16.2","3.24","2.16","3.78",".241","46.5%","18.8%","17.5%","9.72","6.36","9.01","8.18","-0.5","0","21","19","18","7","4","2","0","6","12","40","12",".296","1.50",".241","46.5%","0.30","18.8%","18.8%","62.5%","15.0%","17.5%","37.2%","21.8%","20.5%","","14.4%","6.0%","21.7%","70.9%","45.0%","73.5%","91.0%","86.6%","47.3%","6.0%","0","7.8%","5.2%","7.35","89.2","29.3","10.8%","110.9","33.8%","23.2%","3254"
"Ken Giles","TOR","0","0","1","4","0","3.2","14.73","9.82","4.91",".286","76.9%","33.3%","50.0%","9.82","8.07","10.28","5.29","-0.2","0","4","4","4","2","4","0","0","6","3","4","2",".267","2.18",".286","76.9%","0.75","22.2%","33.3%","44.4%","0.0%","50.0%","37.7%","62.3%","","","","","38.0%","73.7%","47.8%","42.1%","57.1%","48.5%","27.5%","24.6%","1","31.6%","21.1%","5.08","98.3","11.0","22.2%","110.7","66.7%","39.1%","12910"
"Josh Taylor","BOS","1","1","0","8","0","7.1","8.59","6.14","2.45",".238","49.0%","43.5%","22.2%","9.82","6.69","7.28","6.10","-0.2","2","7","8","8","2","5","1","0","7","10","9","4",".233","1.64",".238","49.0%","1.11","17.4%","43.5%","39.1%","11.1%","22.2%","52.1%","47.9%","","","","","25.3%","73.0%","45.9%","66.7%","76.1%","73.1%","43.2%","12.3%","1","19.4%","13.9%","5.28","88.4","11.1","8.7%","109.5","47.8%","26.0%","17359"
"Sam Coonrod","SFG","0","2","3","18","0","14.2","9.20","4.30","1.23",".333","43.1%","43.5%","11.8%","9.82","3.74","4.76","5.22","0.0","2","17","16","16","2","7","2","1","15","20","17","9",".274","1.64",".333","43.1%","1.18","19.6%","43.5%","37.0%","5.9%","11.8%","59.3%","13.8%","5.7%","2.4%","18.9%","","24.7%","63.7%","42.4%","52.5%","86.0%","75.4%","45.5%","10.4%","2","21.1%","9.9%","4.50","87.8","12.6","6.4%","111.9","40.4%","28.3%","17264"
"Carlos Martinez","STL","0","3","0","5","5","20.0","7.65","4.50","2.70",".366","47.6%","51.3%","26.1%","9.90","6.12","6.89","5.21","-0.2","0","32","26","22","6","10","0","0","17","39","23","14",".340","2.10",".366","47.6%","1.70","18.4%","51.3%","30.3%","13.0%","26.1%","50.5%","26.6%","1.0%","1.5%","20.4%","","32.8%","68.4%","46.8%","72.5%","89.8%","82.4%","39.3%","8.2%","0","16.3%","9.6%","5.20","88.5","5.8","6.5%","109.7","44.2%","25.1%","11682"
"Robert Stephenson","CIN","0","0","0","10","0","10.0","11.70","2.70","7.20",".167","100.0%","23.1%","50.0%","9.90","6.36","12.19","4.88","-0.6","0","11","11","11","8","3","1","0","13","6","16","4",".282","1.40",".167","100.0%","0.38","15.4%","23.1%","61.5%","0.0%","50.0%","30.1%","65.9%","","","4.0%","","38.2%","63.5%","48.9%","38.5%","80.9%","61.6%","42.0%","18.8%","1","30.2%","7.0%","3.54","91.2","26.1","23.1%","109.1","53.8%","36.9%","13594"
"Wilmer Font","TOR","1","3","0","21","0","16.1","8.27","4.96","1.10",".448","54.0%","34.5%","10.0%","9.92","6.20","4.78","5.55","0.0","1","28","19","18","2","9","1","1","15","20","20","18",".373","2.27",".448","54.0%","1.00","31.0%","34.5%","34.5%","10.0%","10.0%","70.1%","14.9%","","8.7%","","6.3%","33.6%","70.1%","49.2%","77.5%","83.6%","81.2%","42.7%","9.2%","2","17.6%","10.6%","5.06","90.2","16.5","6.7%","112.1","45.0%","23.4%","5257"
"Jonathan Stiever","CHW","0","1","0","2","2","6.1","4.26","5.68","5.68",".167","74.1%","40.9%","40.0%","9.95","23.91","12.35","7.18","-0.3","0","7","7","7","4","4","0","0","3","9","10","3",".280","1.74",".167","74.1%","0.90","13.6%","40.9%","45.5%","10.0%","40.0%","53.3%","20.4%","","9.5%","16.8%","","19.4%","73.8%","45.3%","78.6%","91.7%","88.7%","47.4%","5.1%","0","10.3%","13.8%","6.90","91.4","16.2","22.7%","110.9","63.6%","20.4%","24584"
"Zack Littell","MIN","0","0","0","6","0","6.1","4.26","4.26","7.11",".368","100.0%","29.2%","45.5%","9.95","17.50","14.40","7.49","-0.4","0","12","7","7","5","3","1","1","3","7","11","6",".444","2.37",".368","100.0%","0.64","25.0%","29.2%","45.8%","0.0%","45.5%","53.8%","","43.6%","","2.6%","","24.6%","76.7%","51.3%","71.4%","97.8%","91.7%","51.3%","4.3%","0","9.7%","9.7%","6.27","87.8","14.6","20.8%","108.4","37.5%","16.2%","15823"
"Trevor Gott","SFG","1","2","4","15","0","11.2","6.17","6.17","5.40",".182","73.8%","20.0%","25.9%","10.03","8.43","11.93","8.60","-1.1","2","13","13","13","7","8","1","0","8","8","27","5",".271","1.80",".182","73.8%","0.30","12.5%","20.0%","67.5%","11.1%","25.9%","64.1%","7.8%","","25.3%","2.8%","","20.0%","70.7%","39.2%","59.3%","84.5%","76.5%","37.8%","9.2%","3","14.0%","14.0%","6.89","93.7","28.2","17.5%","109.1","50.0%","24.9%","15046"
"Julio Teheran","LAA","0","4","0","10","9","31.1","5.74","4.60","3.45",".273","54.7%","35.5%","27.3%","10.05","8.80","8.62","6.35","-0.8","0","39","35","35","12","16","2","1","20","39","44","27",".298","1.76",".273","54.7%","0.89","24.5%","35.5%","40.0%","9.1%","27.3%","60.3%","19.1%","","9.4%","11.2%","","30.5%","65.4%","44.4%","76.2%","92.6%","85.8%","39.9%","6.3%","0","13.4%","10.7%","5.99","89.0","15.5","12.6%","112.2","38.7%","24.3%","6797"
"Sterling Sharp","MIA","0","0","0","4","0","5.1","5.06","8.44","1.69",".316","51.7%","65.0%","33.3%","10.13","11.21","7.88","6.53","-0.2","0","7","7","6","1","5","1","0","3","13","3","4",".304","2.25",".316","51.7%","4.33","20.0%","65.0%","15.0%","0.0%","33.3%","82.9%","4.5%","","","12.6%","","25.0%","59.0%","36.9%","83.3%","91.3%","87.8%","35.1%","4.5%","0","10.3%","17.2%","6.13","84.1","-3.2","15.0%","109.2","35.0%","22.5%","19671"
"Javy Guerra","SDP","1","0","0","14","0","13.1","8.10","3.38","0.68",".500","50.7%","51.0%","11.1%","10.13","6.16","3.72","4.04","0.1","0","25","16","15","1","5","1","2","12","25","9","15",".410","2.25",".500","50.7%","2.78","30.6%","51.0%","18.4%","11.1%","11.1%","68.1%","27.2%","","","4.7%","","32.8%","66.4%","48.1%","71.4%","85.9%","80.5%","45.5%","9.4%","2","17.9%","7.5%","4.11","90.9","5.3","4.1%","110.9","36.7%","27.2%","17292"
"Hansel Robles","LAA","0","2","1","18","0","16.2","10.80","5.40","2.16",".333","41.0%","33.3%","19.0%","10.26","7.08","5.89","5.20","-0.1","2","19","20","19","4","10","1","1","20","16","21","11",".275","1.74",".333","41.0%","0.76","22.9%","33.3%","43.8%","9.5%","19.0%","52.1%","12.3%","","","","35.6%","27.2%","73.7%","47.3%","63.3%","76.2%","72.0%","43.2%","13.2%","0","25.0%","12.5%","4.48","88.4","15.8","14.3%","110.0","38.8%","28.4%","11801"
"Anthony Banda","TBR","1","0","1","4","0","7.0","5.14","6.43","1.29",".375","51.3%","48.0%","11.1%","10.29","8.53","6.91","7.53","-0.2","0","10","9","8","1","5","2","0","4","12","9","4",".345","2.14",".375","51.3%","1.33","16.0%","48.0%","36.0%","0.0%","11.1%","42.4%","5.0%","","0.7%","51.8%","","27.9%","58.5%","39.6%","70.8%","87.1%","80.0%","38.1%","7.9%","0","11.1%","13.9%","6.28","88.5","9.9","12.0%","109.6","40.0%","28.8%","14706"
"Phillip Diehl","COL","0","0","0","6","0","6.0","6.00","1.50","3.00",".278","19.2%","50.0%","25.0%","10.50","4.18","6.69","4.93","-0.1","0","7","7","7","2","1","0","0","4","10","8","2",".292","1.33",".278","19.2%","1.25","10.0%","50.0%","40.0%","0.0%","25.0%","55.2%","44.0%","","","0.9%","","25.0%","66.7%","42.2%","64.7%","93.8%","83.7%","41.4%","6.9%","0","16.0%","4.0%","4.37","90.7","10.3","10.0%","103.4","35.0%","26.7%","20030"
"Aaron Barrett","WSN","0","0","0","2","0","1.2","5.40","10.80","0.00",".400","60.0%","60.0%","0.0%","10.80","6.69","7.39","7.39","0.0","0","2","2","2","0","2","1","0","1","3","0","2",".333","2.40",".400","60.0%","3.00","40.0%","60.0%","0.0%","0.0%","0.0%","45.2%","51.6%","","","3.2%","","11.1%","46.2%","25.8%","100.0%","100.0%","100.0%","41.9%","0.0%","0","11.1%","22.2%","7.07","86.6","-3.4","20.0%","105.6","40.0%","19.4%","11243"
"Hector Perez","TOR","0","0","0","1","0","1.2","5.40","16.20","5.40",".400","87.0%","66.7%","100.0%","10.80","14.78","15.19","8.55","-0.1","0","3","2","2","1","3","0","0","1","4","1","1",".429","3.60",".400","87.0%","4.00","16.7%","66.7%","16.7%","0.0%","100.0%","57.6%","39.4%","","","3.0%","","20.0%","61.5%","36.4%","75.0%","62.5%","66.7%","39.4%","12.1%","0","10.0%","30.0%","9.11","86.4","-3.9","16.7%","103.0","33.3%","24.2%","18592"
"Tucker Davidson","ATL","0","1","0","1","1","1.2","10.80","21.60","5.40",".333","0.0%","28.6%","25.0%","10.80","17.50","15.79","12.62","-0.2","0","3","7","2","1","4","0","0","2","2","4","1",".333","4.20",".333","0.0%","0.50","14.3%","28.6%","57.1%","0.0%","25.0%","75.5%","13.2%","","11.3%","","","23.5%","52.6%","34.0%","75.0%","100.0%","88.9%","35.8%","3.8%","0","15.4%","30.8%","9.48","89.5","18.3","14.3%","112.2","28.6%","18.9%","19871"
"Edgar Garcia","TBR","0","0","1","4","0","3.1","2.70","10.80","5.40",".111","71.4%","27.3%","28.6%","10.80","11.98","13.99","10.24","-0.4","0","3","4","4","2","4","0","0","1","3","7","1",".250","2.10",".111","71.4%","0.43","9.1%","27.3%","63.6%","0.0%","28.6%","54.4%","42.6%","","","2.9%","","22.0%","63.0%","38.2%","77.8%","94.1%","88.5%","39.7%","4.4%","2","6.3%","25.0%","9.66","91.4","26.6","18.2%","109.4","45.5%","20.6%","19276"
"Austin Davis","- - -","0","0","0","9","0","6.2","6.75","2.70","1.35",".417","43.1%","64.0%","25.0%","10.80","5.30","4.54","3.75","0.0","0","11","8","8","1","2","0","0","5","16","4","5",".367","1.95",".417","43.1%","4.00","20.0%","64.0%","16.0%","0.0%","25.0%","52.8%","30.7%","","0.8%","15.7%","","40.5%","60.4%","48.8%","53.3%","84.4%","69.4%","41.7%","15.0%","1","15.6%","6.3%","3.65","89.7","6.6","8.0%","108.1","40.0%","33.1%","17117"
"Stephen Strasburg","WSN","0","1","0","2","2","5.0","3.60","1.80","1.80",".368","39.5%","36.8%","14.3%","10.80","3.96","5.59","5.69","0.0","0","8","6","6","1","1","0","0","2","7","7","5",".364","1.80",".368","39.5%","1.00","26.3%","36.8%","36.8%","28.6%","14.3%","45.9%","","","32.9%","21.2%","","30.9%","70.0%","44.7%","64.7%","85.7%","76.3%","35.3%","10.6%","0","8.7%","4.3%","5.89","90.8","19.6","0.0%","104.0","50.0%","27.1%","10131"
"Trevor Kelley","PHI","0","0","0","4","0","3.1","13.50","2.70","5.40",".545","80.6%","30.8%","40.0%","10.80","8.02","8.89","3.98","-0.1","0","8","4","4","2","1","0","1","5","4","5","4",".444","2.70",".545","80.6%","0.80","30.8%","30.8%","38.5%","0.0%","40.0%","54.5%","15.6%","28.6%","","1.3%","","26.2%","62.9%","42.9%","72.7%","95.5%","87.9%","45.5%","5.2%","0","26.3%","5.3%","3.46","87.8","12.3","7.7%","106.6","38.5%","26.0%","18454"
"Josh D. Smith","MIA","0","0","0","2","0","1.2","21.60","5.40","5.40",".500","83.3%","33.3%","100.0%","10.80","5.52","11.59","4.95","-0.1","0","2","2","2","1","1","2","0","4","1","1","1",".286","1.80",".500","83.3%","1.00","33.3%","33.3%","33.3%","0.0%","100.0%","67.4%","32.6%","","","","","20.0%","44.4%","30.2%","80.0%","87.5%","84.6%","41.9%","4.7%","0","40.0%","10.0%","2.61","76.6","3.3","0.0%","98.4","66.7%","30.2%","13629"
"Zack Burdi","CHW","0","1","0","8","0","7.1","13.50","3.68","4.91",".368","35.7%","39.1%","50.0%","11.05","7.83","8.51","3.52","-0.2","1","11","11","9","4","3","0","1","11","9","8","6",".324","1.91",".368","35.7%","1.13","26.1%","39.1%","34.8%","12.5%","50.0%","50.0%","36.3%","","","13.7%","","34.6%","75.0%","50.0%","52.8%","72.9%","64.3%","38.1%","17.9%","1","29.7%","8.1%","3.34","94.1","13.5","21.7%","109.7","65.2%","31.0%","19159"
