"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","xERA","FIP","xFIP","WAR","BS","H","R","ER","HR","BB","HBP","WP","SO","GB","FB","LD","AVG","WHIP","BABIP","LOB%","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","FB%","SL%","CT%","CB%","CH%","SF%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HLD","K%","BB%","SIERA","EV","LA","Barrel%","maxEV","HardHit%","CSW%","playerid"
"Tyler Kinley","COL","1","1","0","25","0","24.0","10.13","2.25","0.00",".318","82.1%","39.4%","0.0%","0.75","2.57","1.74","3.16","0.9","0","21","5","2","0","6","1","2","27","26","23","17",".226","1.13",".318","82.1%","1.13","25.8%","39.4%","34.8%","13.0%","0.0%","46.5%","52.9%","","","0.5%","","32.3%","77.0%","53.5%","50.0%","77.4%","68.7%","47.3%","16.7%","10","27.0%","6.0%","2.91","88.7","13.8","1.5%","108.7","42.4%","29.4%","18297"
"Ryan Weber","NYY","0","0","1","5","0","10.2","2.53","0.84","0.84",".156","100.0%","60.6%","14.3%","0.84","4.65","4.05","3.80","0.0","0","6","1","1","1","1","0","0","3","20","7","6",".167","0.66",".156","100.0%","2.86","18.2%","60.6%","21.2%","14.3%","14.3%","55.9%","35.4%","","1.6%","7.1%","","32.3%","58.1%","44.9%","90.5%","97.2%","94.7%","48.8%","2.4%","0","8.1%","2.7%","3.74","90.0","6.3","6.1%","105.1","42.4%","29.1%","10160"
"Hunter Brown","HOU","2","0","0","7","2","20.1","9.74","3.10","0.00",".294","90.9%","68.0%","0.0%","0.89","2.96","1.98","2.78","0.6","0","15","2","2","0","7","0","0","22","34","11","5",".205","1.08",".294","90.9%","3.09","10.0%","68.0%","22.0%","9.1%","0.0%","53.1%","","13.3%","31.4%","2.3%","","29.5%","66.2%","45.3%","57.7%","89.8%","77.9%","43.0%","10.0%","1","27.5%","8.8%","2.87","93.2","2.9","5.9%","109.6","47.1%","31.4%","25880"
"Yency Almonte","LAD","0","0","1","33","0","35.1","8.41","2.55","0.51",".186","95.9%","48.9%","6.9%","1.02","3.01","3.17","3.65","0.5","1","18","4","4","2","10","4","0","33","43","29","16",".149","0.79",".186","95.9%","1.48","18.2%","48.9%","33.0%","17.2%","6.9%","45.5%","47.9%","","","6.7%","","33.8%","64.2%","45.5%","48.5%","86.1%","68.9%","38.4%","14.2%","8","24.4%","7.4%","3.25","83.4","11.1","4.5%","111.6","25.0%","33.3%","15068"
"Scott Alexander","SFG","0","0","2","17","4","17.1","5.19","0.52","0.52",".216","94.8%","74.0%","16.7%","1.04","2.35","2.88","2.64","0.3","0","12","2","2","1","1","0","0","10","37","6","7",".194","0.75",".216","94.8%","6.17","14.0%","74.0%","12.0%","16.7%","16.7%","71.5%","12.1%","0.5%","","15.9%","","39.5%","64.7%","49.5%","68.6%","85.5%","77.4%","39.7%","11.2%","5","15.9%","1.6%","2.02","84.5","-11.0","5.8%","110.0","30.8%","30.4%","10591"
"Luis Ortiz","SFG","0","0","0","6","0","8.2","6.23","3.12","0.00",".208","87.5%","41.7%","0.0%","1.04","3.15","2.77","4.47","0.1","0","5","1","1","0","3","0","0","6","10","10","4",".167","0.92",".208","87.5%","1.00","16.7%","41.7%","41.7%","20.0%","0.0%","49.2%","30.5%","","10.2%","10.2%","","34.3%","72.9%","50.0%","70.8%","74.3%","72.9%","40.7%","13.6%","0","18.2%","9.1%","4.33","85.1","16.2","8.3%","110.8","33.3%","28.0%","16942"
"Jose Cisnero","DET","1","0","0","28","0","25.0","8.28","6.84","0.00",".242","88.6%","37.1%","0.0%","1.08","3.91","3.67","5.09","0.1","0","15","4","3","0","19","1","1","23","23","24","15",".176","1.36",".242","88.6%","0.96","24.2%","37.1%","38.7%","4.2%","0.0%","67.9%","25.8%","","","6.3%","","28.1%","67.1%","43.5%","63.0%","78.9%","72.7%","39.5%","11.9%","5","21.9%","18.1%","5.19","85.7","12.2","0.0%","106.2","27.4%","27.4%","6399"
"Pete Fairbanks","TBR","0","0","8","24","0","24.0","14.25","1.13","0.38",".267","89.0%","53.3%","7.7%","1.13","1.03","0.86","1.12","1.2","0","13","3","3","1","3","0","0","38","24","13","8",".155","0.67",".267","89.0%","1.85","17.8%","53.3%","28.9%","7.7%","7.7%","61.4%","38.1%","","","0.6%","","42.1%","64.7%","51.7%","62.4%","71.1%","67.0%","42.6%","17.0%","6","43.7%","3.4%","1.09","87.3","9.5","2.2%","107.3","26.1%","34.4%","17998"
"Evan Phillips","LAD","7","3","2","64","0","63.0","11.00","2.14","0.29",".228","83.0%","45.6%","3.9%","1.14","2.18","1.94","2.72","2.2","2","33","11","8","2","15","3","0","77","62","51","23",".153","0.76",".228","83.0%","1.22","16.9%","45.6%","37.5%","21.6%","3.9%","28.2%","44.3%","27.5%","","","","30.0%","64.2%","44.9%","56.4%","82.6%","72.7%","43.6%","12.2%","19","33.0%","6.4%","2.34","86.1","15.0","4.3%","109.8","31.2%","32.7%","17734"
"Ryne Stanek","HOU","2","1","1","59","0","54.2","10.21","5.10","0.33",".264","91.9%","38.9%","3.8%","1.15","3.19","3.02","3.95","0.9","4","36","8","7","2","31","0","4","62","51","52","28",".187","1.23",".264","91.9%","0.98","21.4%","38.9%","39.7%","17.3%","3.8%","58.4%","18.3%","","","","23.2%","32.1%","74.9%","47.2%","54.3%","77.1%","67.1%","35.2%","15.5%","17","27.7%","13.8%","3.85","88.9","15.0","3.8%","109.5","41.2%","28.8%","15947"
"Fernando Cruz","CIN","0","1","0","14","2","14.2","12.89","5.52","0.61",".250","90.9%","35.5%","7.7%","1.23","3.34","3.18","3.61","0.3","0","9","3","2","1","9","1","1","21","11","13","7",".167","1.23",".250","90.9%","0.85","22.6%","35.5%","41.9%","7.7%","7.7%","26.2%","44.6%","","","","29.2%","35.8%","66.7%","45.8%","49.2%","80.4%","63.9%","32.3%","16.5%","1","32.8%","14.1%","3.42","87.8","11.8","3.0%","108.5","30.3%","30.0%","7048"
"Ryan Helsley","STL","9","1","19","54","0","64.2","13.08","2.78","0.84",".185","93.4%","34.7%","9.4%","1.25","2.04","2.34","2.60","2.0","4","28","11","9","6","20","0","1","94","43","64","17",".128","0.74",".185","93.4%","0.67","13.7%","34.7%","51.6%","14.1%","9.4%","57.0%","","32.0%","10.4%","0.6%","","38.6%","70.8%","52.9%","47.1%","77.6%","65.2%","44.5%","18.4%","7","39.3%","8.4%","2.02","88.8","22.2","8.8%","112.0","39.2%","32.7%","18138"
"Edwin Diaz","NYM","3","1","32","61","0","62.0","17.13","2.61","0.44",".330","90.4%","46.9%","9.4%","1.31","1.69","0.90","1.04","3.0","3","34","9","9","3","18","2","2","118","45","32","19",".158","0.84",".330","90.4%","1.41","19.8%","46.9%","33.3%","9.4%","9.4%","41.9%","58.1%","","","","","41.9%","66.1%","51.6%","33.5%","69.9%","52.2%","40.1%","24.7%","4","50.2%","7.7%","1.11","85.5","10.4","4.1%","112.7","38.1%","42.1%","14710"
"Tyler Glasnow","TBR","0","0","0","2","2","6.2","13.50","2.70","1.35",".231","100.0%","35.7%","14.3%","1.35","5.75","2.96","2.57","0.1","0","4","1","1","1","2","0","1","10","5","7","2",".167","0.90",".231","100.0%","0.71","14.3%","35.7%","50.0%","0.0%","14.3%","53.5%","28.1%","","18.4%","","","35.2%","65.1%","46.5%","48.0%","89.3%","69.8%","37.7%","14.0%","0","38.5%","7.7%","2.36","100.4","14.9","21.4%","112.2","85.7%","31.6%","14374"
"Matthew Boyd","SEA","2","0","0","10","0","13.1","8.78","5.40","0.00",".161","85.7%","41.4%","0.0%","1.35","2.70","3.19","4.41","0.1","0","5","2","2","0","8","1","0","13","12","11","6",".114","0.98",".161","85.7%","1.09","20.7%","41.4%","37.9%","9.1%","0.0%","47.4%","32.3%","","1.6%","18.8%","","37.5%","65.6%","46.9%","58.3%","88.1%","72.2%","33.3%","13.0%","1","24.5%","15.1%","4.38","82.3","15.8","3.2%","107.8","19.4%","31.8%","15440"
"Emmanuel Clase","CLE","3","4","42","77","0","72.2","9.54","1.24","0.37",".222","72.3%","63.9%","8.3%","1.36","1.97","1.98","2.18","2.4","4","43","18","11","3","10","1","4","77","115","36","29",".165","0.73",".222","72.3%","3.19","16.1%","63.9%","20.0%","8.3%","8.3%","62.0%","38.0%","","","","","49.8%","74.8%","61.1%","61.8%","81.4%","72.6%","45.3%","16.7%","0","28.4%","3.7%","1.95","86.3","0.3","2.2%","109.5","32.2%","30.4%","21032"
"Matt Gage","TOR","0","1","0","11","0","13.0","8.31","4.15","0.69",".167","77.6%","50.0%","9.1%","1.38","3.05","3.88","4.13","0.0","1","6","4","2","1","6","1","0","12","15","11","4",".140","0.92",".167","77.6%","1.36","13.3%","50.0%","36.7%","9.1%","9.1%","51.3%","5.3%","42.8%","","0.5%","","35.7%","73.6%","50.3%","63.4%","77.4%","71.3%","38.5%","14.4%","0","24.0%","12.0%","3.93","87.3","14.5","6.5%","107.7","32.3%","27.3%","17381"
"Cionel Perez","BAL","7","1","1","66","0","57.2","8.58","3.28","0.31",".284","87.4%","51.3%","4.3%","1.40","3.62","2.80","3.56","1.0","0","46","11","9","2","21","1","4","55","80","47","29",".217","1.16",".284","87.4%","1.70","18.6%","51.3%","30.1%","0.0%","4.3%","60.6%","39.1%","","0.3%","","","31.6%","67.3%","47.5%","57.6%","86.7%","75.9%","44.5%","11.4%","24","23.5%","9.0%","3.48","89.1","5.1","6.4%","110.9","38.9%","27.9%","19614"
"Danny Coulombe","MIN","0","0","0","10","0","12.1","6.57","6.57","0.00",".200","81.3%","37.1%","0.0%","1.46","3.08","3.84","5.52","0.0","0","7","3","2","0","9","0","1","9","13","14","8",".159","1.30",".200","81.3%","0.93","22.9%","37.1%","40.0%","7.1%","0.0%","37.8%","27.8%","","14.8%","19.6%","","31.6%","70.5%","44.8%","62.5%","80.0%","71.8%","33.9%","12.6%","0","17.0%","17.0%","5.64","83.8","13.9","0.0%","105.8","25.7%","25.2%","13293"
"Ryne Nelson","ARI","1","1","0","3","3","18.1","7.85","2.95","0.98",".156","90.2%","23.4%","6.9%","1.47","2.24","3.77","4.69","0.3","0","9","4","3","2","6","0","0","16","11","29","7",".143","0.82",".156","90.2%","0.38","14.9%","23.4%","61.7%","10.3%","6.9%","69.6%","11.1%","","13.0%","6.3%","","26.9%","62.2%","43.5%","63.9%","89.2%","80.9%","47.0%","8.3%","0","23.2%","8.7%","4.55","89.6","25.8","6.4%","109.4","36.2%","27.7%","26253"
"Drey Jameson","ARI","3","0","0","4","4","24.1","8.88","2.59","0.74",".281","95.2%","56.1%","14.3%","1.48","4.49","3.19","2.98","0.5","0","20","4","4","2","7","1","1","24","37","14","15",".222","1.11",".281","95.2%","2.64","22.7%","56.1%","21.2%","7.1%","14.3%","62.3%","24.9%","","4.3%","8.4%","","27.1%","71.8%","48.5%","57.7%","84.3%","76.5%","48.0%","11.4%","0","24.5%","7.1%","3.27","88.9","3.2","7.6%","107.9","48.5%","27.6%","26260"
"Anthony Bass","- - -","4","3","0","73","0","70.1","9.34","2.56","0.77",".256","89.5%","41.2%","8.7%","1.54","3.03","3.00","3.34","1.3","3","51","15","12","6","20","0","2","73","75","69","38",".200","1.01",".256","89.5%","1.09","20.9%","41.2%","37.9%","11.6%","8.7%","40.3%","55.7%","","","","4.1%","34.9%","68.1%","48.6%","47.0%","87.0%","70.1%","41.3%","14.5%","23","26.5%","7.3%","3.11","87.6","14.3","6.0%","112.2","33.5%","32.2%","7982"
"Jason Adam","TBR","2","3","8","67","0","63.1","10.66","2.42","0.71",".194","89.4%","45.7%","8.8%","1.56","2.09","2.86","3.17","1.3","4","31","12","11","5","17","6","2","75","63","57","18",".145","0.76",".194","89.4%","1.11","13.0%","45.7%","41.3%","17.5%","8.8%","32.0%","35.8%","","","32.2%","","38.6%","65.0%","49.8%","47.4%","77.3%","64.0%","42.5%","17.9%","21","31.6%","7.2%","2.57","85.2","14.4","5.0%","113.0","27.3%","35.2%","11861"
"Marcos Diplan","BAL","0","0","0","5","0","5.2","12.71","7.94","0.00",".286","77.8%","42.9%","0.0%","1.59","4.37","2.94","3.72","0.1","0","4","2","1","0","5","0","0","8","6","3","5",".182","1.59",".286","77.8%","2.00","35.7%","42.9%","21.4%","33.3%","0.0%","51.6%","","","36.1%","12.3%","","30.4%","67.4%","43.4%","75.0%","89.7%","83.0%","35.2%","7.4%","0","29.6%","18.5%","4.32","88.2","12.0","0.0%","102.9","42.9%","23.0%","17583"
"Angel Zerpa","KCR","2","1","0","3","2","11.0","2.45","2.45","1.64",".194","97.8%","51.4%","16.7%","1.64","7.59","5.75","5.00","-0.1","0","9","3","2","2","3","0","1","3","19","12","6",".220","1.09",".194","97.8%","1.58","16.2%","51.4%","32.4%","8.3%","16.7%","59.1%","25.8%","","","15.1%","","25.3%","63.9%","42.8%","77.3%","95.7%","89.7%","45.3%","4.4%","0","6.8%","6.8%","5.51","93.1","12.8","10.5%","109.6","55.3%","23.9%","22717"
"Erik Swanson","SEA","3","2","3","57","1","53.2","11.74","1.68","0.50",".295","85.2%","32.5%","5.2%","1.68","2.30","1.85","2.72","1.7","2","39","11","10","3","10","1","1","70","40","58","25",".200","0.91",".295","85.2%","0.69","20.3%","32.5%","47.2%","17.2%","5.2%","54.8%","19.9%","","","","25.3%","36.2%","74.7%","52.8%","68.0%","72.9%","71.0%","43.2%","15.3%","14","34.0%","4.9%","2.19","85.0","20.3","6.4%","110.3","30.4%","30.2%","16587"
"Mark Appel","PHI","0","0","0","6","0","10.1","4.35","2.61","0.00",".281","83.3%","56.3%","0.0%","1.74","3.12","3.02","4.31","0.1","0","9","2","2","0","3","0","0","5","18","9","5",".243","1.16",".281","83.3%","2.00","15.6%","56.3%","28.1%","0.0%","0.0%","75.2%","20.1%","","","4.7%","","16.1%","69.4%","38.3%","50.0%","90.7%","80.7%","41.6%","7.4%","0","12.5%","7.5%","4.33","91.5","6.4","6.3%","108.9","50.0%","24.8%","14823"
"Justin Verlander","HOU","18","4","0","28","28","175.0","9.51","1.49","0.62",".240","80.5%","37.9%","6.2%","1.75","2.66","2.49","3.23","6.1","0","116","43","34","12","29","6","3","185","168","193","82",".184","0.83",".240","80.5%","0.87","18.5%","37.9%","43.6%","19.7%","6.2%","50.4%","28.3%","","18.8%","2.4%","","36.9%","76.0%","53.5%","68.2%","85.0%","78.4%","42.5%","11.6%","0","27.8%","4.4%","3.09","87.8","16.9","6.3%","110.9","34.8%","26.5%","8700"
"Daniel Bard","COL","6","4","34","57","0","60.1","10.29","3.73","0.45",".221","81.6%","51.7%","6.8%","1.79","2.49","2.86","3.30","1.8","3","35","15","12","3","25","3","3","69","76","44","27",".161","0.99",".221","81.6%","1.73","18.4%","51.7%","29.9%","18.2%","6.8%","55.0%","42.6%","","","2.4%","","28.4%","64.4%","44.7%","59.5%","82.7%","74.6%","45.3%","11.3%","0","28.2%","10.2%","3.17","87.7","7.0","4.7%","113.8","37.8%","30.6%","7115"
"Blake Treinen","LAD","1","1","0","5","0","5.0","10.80","1.80","1.80",".000","100.0%","60.0%","50.0%","1.80","2.74","3.91","1.90","0.0","0","1","1","1","1","1","0","0","6","6","2","2",".063","0.40",".000","100.0%","3.00","20.0%","60.0%","20.0%","0.0%","50.0%","43.5%","27.5%","29.0%","","","","32.5%","72.4%","49.3%","61.5%","90.5%","79.4%","42.0%","10.1%","1","35.3%","5.9%","1.77","84.9","4.8","10.0%","103.0","10.0%","27.5%","12572"
"Luke Bard","- - -","1","1","0","9","0","15.0","4.80","4.20","0.00",".167","81.3%","39.0%","0.0%","1.80","5.60","3.85","5.03","0.0","0","7","3","3","0","7","2","0","8","16","12","13",".140","0.93",".167","81.3%","1.33","31.7%","39.0%","29.3%","8.3%","0.0%","35.3%","29.0%","11.2%","19.9%","4.6%","","29.3%","69.1%","44.8%","65.1%","86.2%","77.8%","39.0%","10.0%","0","13.6%","11.9%","5.20","88.7","14.5","4.8%","105.9","33.3%","25.7%","14288"
"Caleb Ferguson","LAD","1","0","0","37","1","34.2","9.61","4.41","0.26",".259","81.3%","42.4%","3.4%","1.82","3.05","3.00","3.86","0.5","0","23","9","7","1","17","2","0","37","36","29","20",".187","1.15",".259","81.3%","1.24","23.5%","42.4%","34.1%","10.3%","3.4%","66.9%","","","33.1%","","","28.6%","69.1%","47.1%","62.2%","82.5%","75.8%","45.7%","11.4%","7","26.1%","12.0%","3.74","84.8","13.8","3.5%","110.2","30.2%","29.3%","19349"
"Alexis Diaz","CIN","7","3","10","59","0","63.2","11.73","4.66","0.71",".178","81.4%","30.3%","6.9%","1.84","2.76","3.32","3.97","1.0","4","28","18","13","5","33","5","7","83","40","72","20",".129","0.96",".178","81.4%","0.56","15.2%","30.3%","54.5%","5.6%","6.9%","64.6%","35.4%","","","","","35.9%","68.9%","48.9%","51.3%","78.2%","66.2%","39.5%","16.5%","13","32.5%","12.9%","3.29","86.7","21.0","7.5%","109.8","32.8%","30.6%","21132"
"Jhoan Duran","MIN","2","4","8","57","0","67.2","11.84","2.13","0.80",".291","89.3%","61.0%","17.6%","1.86","2.22","2.52","2.11","1.5","0","50","15","14","6","16","4","6","89","94","34","26",".203","0.98",".291","89.3%","2.76","16.9%","61.0%","22.1%","5.9%","17.6%","49.3%","3.2%","","31.2%","","16.3%","40.2%","73.4%","54.6%","48.1%","80.4%","66.9%","43.4%","18.1%","18","33.5%","6.0%","1.96","88.2","-1.1","4.5%","112.2","35.0%","32.6%","21029"
"Andre Jackson","LAD","0","0","1","4","0","9.2","8.38","3.72","0.00",".310","76.9%","50.0%","0.0%","1.86","3.34","2.49","4.02","0.2","0","9","3","2","0","4","0","0","9","14","10","4",".237","1.34",".310","76.9%","1.40","14.3%","50.0%","35.7%","10.0%","0.0%","36.5%","","6.4%","3.2%","53.8%","","29.1%","79.2%","53.8%","56.5%","85.2%","77.4%","49.4%","12.2%","1","21.4%","9.5%","3.87","87.2","13.2","6.9%","104.0","31.0%","25.0%","21298"
"Devin Williams","MIL","6","4","15","65","0","60.2","14.24","4.45","0.30",".266","76.8%","51.4%","6.3%","1.93","2.04","2.01","2.36","2.2","2","31","17","13","2","30","3","5","96","57","32","22",".150","1.01",".266","76.8%","1.78","19.8%","51.4%","28.8%","9.4%","6.3%","37.7%","","4.2%","","58.1%","","36.0%","67.0%","47.0%","47.2%","74.4%","61.0%","35.5%","18.4%","26","40.0%","12.5%","2.43","84.3","9.4","0.9%","109.4","27.0%","33.9%","15816"
"Bryan Abreu","HOU","4","0","2","55","0","60.1","13.13","3.88","0.30",".336","81.7%","48.5%","4.9%","1.94","2.96","2.12","2.69","1.4","0","45","16","13","2","26","4","7","88","63","41","26",".206","1.18",".336","81.7%","1.54","20.0%","48.5%","31.5%","14.6%","4.9%","45.5%","36.5%","","17.8%","0.2%","","34.8%","72.8%","49.2%","44.1%","80.1%","64.3%","37.9%","17.6%","8","35.5%","10.5%","2.56","86.6","12.8","3.8%","109.6","32.3%","30.5%","16609"
"Matt Moore","TEX","5","2","5","63","0","74.0","10.09","4.62","0.36",".257","81.1%","43.9%","4.2%","1.95","2.83","2.98","3.87","1.3","1","49","20","16","3","38","1","8","83","79","71","30",".185","1.18",".257","81.1%","1.11","16.7%","43.9%","39.4%","15.5%","4.2%","45.0%","","","38.2%","16.8%","","35.2%","72.2%","50.6%","58.8%","78.9%","70.7%","41.5%","14.8%","14","27.3%","12.5%","3.69","87.7","15.2","4.4%","110.5","31.3%","29.3%","1890"
"Brock Burke","TEX","7","5","0","52","0","82.1","9.84","2.62","0.98",".266","83.8%","39.6%","10.0%","1.97","3.31","3.29","3.49","0.9","5","63","25","18","9","24","2","2","90","82","90","35",".209","1.06",".266","83.8%","0.91","16.9%","39.6%","43.5%","11.1%","10.0%","67.1%","19.9%","","","12.9%","","29.9%","69.7%","46.4%","69.0%","80.5%","76.2%","41.5%","11.1%","9","27.4%","7.3%","3.05","88.6","13.2","7.1%","114.6","39.2%","28.2%","17968"
"Ron Marinaccio","NYY","1","0","0","40","0","44.0","11.45","4.91","0.41",".215","81.3%","41.5%","4.7%","2.05","2.70","3.20","4.06","0.4","0","22","12","10","2","24","6","5","56","39","43","12",".146","1.05",".215","81.3%","0.91","12.8%","41.5%","45.7%","9.3%","4.7%","44.3%","17.8%","","","37.9%","","33.3%","65.9%","44.4%","60.2%","77.1%","68.8%","34.1%","13.9%","6","30.9%","13.3%","3.42","84.5","16.6","5.3%","106.2","25.3%","31.4%","23488"
"Adam Ottavino","NYM","6","3","3","66","0","65.2","10.83","2.19","0.82",".276","89.1%","51.9%","12.0%","2.06","2.35","2.85","2.79","1.1","3","48","15","15","6","16","5","7","79","82","50","26",".203","0.97",".276","89.1%","1.64","16.5%","51.9%","31.6%","12.0%","12.0%","44.8%","42.8%","5.2%","","","7.2%","31.3%","62.0%","44.1%","52.8%","84.6%","71.5%","41.6%","12.6%","18","30.6%","6.2%","2.45","84.8","7.7","3.2%","112.0","29.7%","32.8%","1247"
"A.J. Minter","ATL","5","4","5","75","0","70.0","12.09","1.93","0.64",".286","76.7%","38.5%","7.1%","2.06","2.39","2.13","2.68","2.1","4","49","21","16","5","15","3","3","94","60","70","26",".194","0.91",".286","76.7%","0.86","16.7%","38.5%","44.9%","10.0%","7.1%","49.8%","32.1%","","","18.1%","","38.3%","69.9%","51.4%","57.6%","78.8%","69.5%","41.3%","15.7%","34","34.7%","5.5%","2.13","88.3","18.0","8.8%","112.2","34.0%","31.0%","18655"
"Drew Carlton","DET","0","0","0","5","0","8.2","7.27","0.00","1.04",".125","0.0%","48.0%","10.0%","2.08","3.91","3.00","3.21","0.1","0","4","4","2","1","0","0","1","7","12","10","3",".125","0.46",".125","0.0%","1.20","12.0%","48.0%","40.0%","0.0%","10.0%","62.5%","20.0%","","","17.5%","","30.2%","82.5%","55.0%","73.7%","87.2%","83.3%","47.5%","9.2%","0","21.9%","0.0%","2.87","91.7","12.5","12.0%","113.9","36.0%","23.3%","19868"
"James Karinchak","CLE","2","0","3","38","0","39.0","14.31","4.85","0.46",".270","85.0%","25.0%","5.1%","2.08","2.92","2.29","3.11","1.0","1","22","9","9","2","21","1","4","62","19","39","18",".159","1.10",".270","85.0%","0.49","23.7%","25.0%","51.3%","17.9%","5.1%","59.7%","","","40.3%","","","26.6%","59.1%","38.5%","52.1%","79.6%","67.5%","36.5%","12.5%","8","38.8%","13.1%","2.68","91.0","26.6","5.3%","109.6","40.8%","32.8%","20151"
"Zack Thompson","STL","1","1","1","22","1","34.2","7.01","3.63","0.78",".185","83.9%","53.7%","10.7%","2.08","3.72","3.89","3.96","0.1","0","20","9","8","3","14","0","1","27","51","28","16",".164","0.98",".185","83.9%","1.82","16.8%","53.7%","29.5%","3.6%","10.7%","54.3%","","6.1%","31.3%","8.3%","","27.7%","68.3%","46.4%","75.6%","87.8%","83.9%","46.1%","7.5%","0","19.9%","10.3%","4.05","87.0","5.4","6.3%","108.0","37.9%","26.1%","25918"
"Seth Martinez","HOU","1","1","0","29","0","38.2","8.84","3.26","0.70",".232","84.2%","41.6%","7.1%","2.09","2.76","3.32","3.92","0.4","0","26","10","9","3","14","1","0","38","42","42","17",".186","1.03",".232","84.2%","1.00","16.8%","41.6%","41.6%","16.7%","7.1%","53.4%","30.2%","4.2%","","12.2%","","30.9%","69.1%","47.0%","69.8%","80.8%","76.6%","42.1%","11.0%","2","24.5%","9.0%","3.56","86.6","15.4","5.9%","112.0","32.4%","28.9%","21045"
"Jordan Romano","TOR","5","4","36","63","0","64.0","10.27","2.95","0.56",".256","80.4%","43.7%","6.5%","2.11","3.31","2.82","3.44","1.6","6","44","18","15","4","21","4","0","73","69","62","27",".189","1.02",".256","80.4%","1.11","17.1%","43.7%","39.2%","8.1%","6.5%","48.2%","51.8%","","","","","36.9%","71.5%","52.0%","56.8%","81.8%","71.8%","43.6%","14.7%","2","28.3%","8.1%","3.02","90.3","12.5","6.9%","114.8","45.6%","30.6%","16122"
"Dylan Lee","ATL","5","1","0","46","0","50.2","10.48","1.78","0.89",".276","79.1%","35.4%","8.5%","2.13","2.57","2.66","3.10","1.1","3","40","16","12","5","10","0","0","59","46","59","25",".209","0.99",".276","79.1%","0.78","19.2%","35.4%","45.4%","15.3%","8.5%","45.5%","48.0%","","","6.5%","","44.6%","72.8%","56.2%","53.3%","77.5%","66.3%","41.4%","19.0%","9","29.4%","5.0%","2.64","88.6","18.1","5.3%","111.4","37.9%","31.6%","19996"
"Angel De Jesus","DET","0","0","0","8","0","12.2","4.97","2.84","1.42",".179","98.4%","36.6%","9.1%","2.13","4.74","5.48","6.00","-0.1","0","9","3","3","2","4","2","2","7","15","22","4",".188","1.03",".179","98.4%","0.68","9.8%","36.6%","53.7%","4.5%","9.1%","55.7%","41.1%","","","3.1%","","25.0%","70.7%","46.9%","76.0%","86.2%","83.3%","47.9%","7.8%","0","13.0%","7.4%","5.05","92.0","19.7","7.3%","113.3","53.7%","25.0%","22323"
