"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","LD%","GB%","FB%","HR/FB","wOBA","WAR","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","maxEV","Barrel%","HardHit%","CSW%","xBA","xSLG","xwOBA","playerid"
"Bobby Dalbec","BOS","117","317","353","68","45","9","2","12","40","39","29","0","118","3","4","0","5","3","0",".215","8.2%","33.4%",".283",".369",".652",".155",".293","20.2%","38.9%","40.9%","14.5%",".287","-0.1","80","31.6%","70.0%","46.5%","49.5%","78.8%","15.5%","36.0%","39.4%","24.6%","14.8%","56.7%","28.6%","90.3","15.2","113.9","11.8%","45.3%","32.8%",".216",".379",".296","19966"
"Owen Miller","CLE","130","424","472","103","70","26","1","6","53","51","32","1","93","7","9","0","8","2","0",".243","6.8%","19.7%",".301",".351",".652",".108",".290","22.9%","43.2%","33.8%","5.2%",".287","0.6","85","37.4%","63.7%","47.9%","76.7%","90.0%","7.8%","37.1%","38.8%","24.1%","21.2%","53.8%","25.0%","85.8","10.1","109.1","3.5%","31.2%","26.6%",".246",".341",".291","24655"
"Harrison Bader","- - -","86","292","313","73","55","10","3","5","38","30","15","0","62","4","2","0","4","17","3",".250","4.8%","19.8%",".294",".356",".650",".106",".300","16.4%","40.1%","43.5%","5.0%",".286","1.5","86","37.3%","63.7%","47.5%","66.8%","90.4%","9.9%","39.7%","41.8%","18.5%","24.1%","50.4%","25.4%","83.4","16.7","109.6","3.4%","26.3%","27.5%",".234",".321",".270","18030"
"Kevin Kiermaier","TBR","63","206","221","47","32","8","0","7","28","22","14","0","61","1","0","0","2","6","1",".228","6.3%","27.6%",".281",".369",".649",".141",".290","20.0%","52.4%","27.6%","17.5%",".286","1.1","90","32.8%","75.1%","51.4%","47.1%","84.3%","14.9%","33.1%","33.8%","33.1%","17.2%","55.9%","26.9%","87.9","5.3","109.9","6.9%","38.6%","27.8%",".250",".388",".305","11038"
"Joey Gallo","- - -","126","350","410","56","27","8","2","19","48","47","56","0","163","3","1","0","0","3","0",".160","13.7%","39.8%",".280",".357",".638",".197",".219","19.4%","28.0%","52.7%","19.4%",".286","0.6","85","31.5%","70.0%","47.1%","43.7%","73.3%","18.1%","54.8%","27.7%","17.6%","20.2%","46.8%","33.0%","89.6","23.8","113.0","17.6%","50.5%","32.1%",".169",".373",".295","14128"
"Mike Moustakas","CIN","78","252","285","54","35","12","0","7","30","25","24","0","75","6","3","0","8","2","0",".214","8.4%","26.3%",".295",".345",".640",".131",".272","15.0%","35.0%","50.0%","7.8%",".286","-0.5","76","40.9%","75.6%","54.3%","59.2%","83.9%","15.0%","44.4%","35.0%","20.6%","25.0%","43.9%","31.1%","87.6","19.4","111.7","6.1%","33.9%","25.6%",".195",".307",".270","4892"
"Willi Castro","DET","112","365","392","88","60","18","2","8","47","31","15","0","82","8","3","1","4","9","4",".241","3.8%","20.9%",".284",".367",".651",".126",".288","22.5%","41.9%","35.6%","7.9%",".285","0.7","86","42.7%","77.7%","57.7%","57.0%","85.6%","15.3%","35.2%","36.9%","27.9%","22.3%","55.7%","22.0%","84.8","13.7","111.7","3.5%","31.0%","26.9%",".261",".339",".290","17338"
"Isiah Kiner-Falefa","NYY","142","483","531","126","102","20","0","4","66","48","35","2","72","5","5","3","13","22","4",".261","6.6%","13.6%",".314",".327",".642",".066",".296","20.9%","54.9%","24.3%","4.0%",".285","1.3","85","33.1%","59.6%","44.7%","81.8%","95.6%","4.5%","35.3%","35.8%","28.9%","18.4%","61.6%","20.0%","86.2","4.3","109.8","1.2%","29.8%","25.9%",".262",".333",".290","16512"
"Matt Vierling","PHI","117","325","357","80","60","12","2","6","41","32","23","0","70","3","6","0","7","7","4",".246","6.4%","19.6%",".297",".351",".648",".105",".290","22.7%","41.2%","36.2%","6.4%",".285","0.0","81","31.6%","60.3%","44.2%","70.6%","89.5%","8.0%","30.3%","41.4%","28.4%","14.9%","51.0%","34.1%","91.2","12.0","112.1","5.0%","47.1%","30.0%",".279",".408",".327","21558"
"Alfonso Rivas","CHC","101","251","287","59","49","5","2","3","27","25","29","1","87","4","2","1","1","6","1",".235","10.1%","30.3%",".322",".307",".628",".072",".344","26.4%","49.1%","24.5%","7.5%",".285","-0.1","82","26.1%","62.7%","41.8%","56.1%","86.8%","10.1%","34.7%","34.1%","31.1%","17.4%","58.1%","24.6%","86.9","4.9","108.0","4.2%","35.3%","30.8%",".219",".308",".281","21560"
"Yuli Gurriel","HOU","146","545","584","132","84","40","0","8","53","53","30","0","73","6","3","0","13","8","0",".242","5.1%","12.5%",".288",".360",".647",".117",".266","18.5%","40.6%","40.8%","4.1%",".285","-0.9","85","37.9%","65.3%","48.6%","80.1%","93.7%","6.2%","33.7%","36.8%","29.5%","18.5%","54.3%","27.2%","88.2","14.6","109.6","1.9%","35.4%","24.9%",".240",".319",".271","19198"
"Elias Diaz","COL","105","351","381","80","51","18","2","9","29","51","25","0","82","2","3","0","8","0","1",".228","6.6%","21.5%",".281",".368",".648",".140",".270","16.2%","47.8%","36.0%","9.2%",".284","-1.4","67","37.0%","74.4%","51.8%","64.5%","89.9%","10.9%","36.0%","36.8%","27.2%","17.6%","51.1%","31.3%","88.4","11.1","111.8","5.9%","39.3%","24.4%",".222",".339",".274","11680"
"Cody Bellinger","LAD","144","504","550","106","57","27","3","19","70","68","38","0","150","2","6","0","7","14","3",".210","6.9%","27.3%",".265",".389",".654",".179",".255","17.2%","35.6%","47.2%","11.2%",".284","1.7","83","34.5%","70.5%","49.8%","68.6%","80.9%","12.0%","47.2%","33.3%","19.4%","14.4%","50.8%","34.7%","89.4","20.3","107.3","8.3%","38.1%","26.4%",".213",".354",".278","15998"
"Victor Reyes","DET","92","315","336","80","55","19","3","3","27","34","13","0","77","4","4","0","7","2","2",".254","3.9%","22.9%",".289",".362",".651",".108",".322","24.3%","44.4%","31.4%","4.0%",".284","-0.2","85","45.4%","70.5%","55.4%","70.3%","79.2%","14.0%","41.3%","30.6%","28.1%","15.7%","57.9%","26.4%","87.9","10.9","110.9","5.0%","36.8%","27.7%",".261",".368",".292","15487"
"Jarren Duran","BOS","58","204","223","45","25","14","3","3","23","17","14","0","63","4","1","0","1","7","1",".221","6.3%","28.3%",".283",".363",".645",".142",".302","15.4%","50.7%","33.8%","6.5%",".284","-0.4","78","34.1%","70.9%","49.7%","56.6%","87.9%","12.1%","35.2%","37.3%","27.5%","10.6%","62.0%","27.5%","89.3","7.6","110.4","7.7%","37.3%","27.7%",".219",".353",".282","24617"
"Robbie Grossman","- - -","129","411","477","86","59","19","1","7","40","45","56","0","129","6","4","0","3","6","2",".209","11.7%","27.0%",".310",".311",".622",".102",".283","24.2%","31.2%","44.6%","5.5%",".283","-0.3","82","24.0%","63.6%","40.9%","59.9%","86.5%","9.2%","49.0%","31.1%","19.9%","14.3%","57.7%","28.0%","86.7","21.1","105.8","3.5%","30.1%","29.9%",".205",".305",".281","5254"
"Cesar Hernandez","WSN","147","560","617","139","106","28","4","1","64","34","45","0","114","7","2","3","9","10","4",".248","7.3%","18.5%",".311",".318",".629",".070",".309","22.9%","46.5%","30.7%","0.7%",".283","0.5","79","29.3%","70.7%","46.6%","67.3%","88.6%","9.0%","35.0%","34.1%","30.8%","20.8%","53.2%","25.9%","84.8","9.3","110.8","2.4%","29.7%","24.6%",".248",".329",".290","10556"
"Kyle Higashioka","NYY","83","229","248","52","35","7","0","10","27","31","12","0","52","1","4","2","5","0","1",".227","4.8%","21.0%",".264",".389",".653",".162",".246","22.1%","34.8%","43.1%","12.8%",".282","1.7","83","32.5%","73.5%","50.2%","57.5%","84.7%","12.7%","45.9%","38.8%","15.3%","13.1%","51.9%","35.0%","90.9","17.2","109.1","9.8%","48.1%","26.7%",".254",".444",".317","5517"
"Michael Chavis","PIT","129","401","426","92","59","16","3","14","39","49","19","1","126","2","4","0","4","1","1",".229","4.5%","29.6%",".265",".389",".654",".160",".294","16.5%","44.6%","38.8%","13.0%",".282","-0.6","80","43.8%","77.9%","57.8%","58.1%","83.0%","16.3%","42.7%","37.3%","20.1%","27.6%","41.6%","30.8%","85.4","11.1","111.3","7.5%","38.4%","28.3%",".217",".336",".261","17321"
"Ezequiel Duran","TEX","58","208","220","49","33","10","1","5","25","25","12","0","54","0","0","0","3","4","1",".236","5.5%","24.5%",".277",".365",".643",".130",".295","16.2%","50.6%","33.1%","9.8%",".282","0.1","82","42.1%","72.7%","54.8%","63.1%","82.3%","14.4%","42.2%","28.6%","29.2%","29.9%","46.1%","24.0%","85.9","9.5","110.2","4.5%","31.2%","27.8%",".216",".317",".256","23733"
"Luke Maile","CLE","76","181","206","40","27","10","0","3","19","17","19","0","54","3","3","0","6","0","0",".221","9.2%","26.2%",".301",".326",".627",".105",".291","18.5%","37.7%","43.8%","5.3%",".281","0.7","81","29.0%","67.4%","44.9%","54.7%","87.0%","11.3%","41.5%","36.2%","22.3%","22.3%","52.3%","25.4%","84.5","17.0","106.5","5.4%","25.4%","30.1%",".194",".301",".263","13355"
"Jorge Mateo","BAL","150","494","533","109","64","25","7","13","63","50","27","0","147","5","2","3","8","35","9",".221","5.1%","27.6%",".267",".379",".646",".158",".286","20.3%","38.3%","41.4%","9.1%",".281","2.8","82","39.4%","72.8%","53.1%","55.0%","83.6%","15.4%","36.6%","35.5%","27.8%","18.2%","55.7%","26.1%","86.8","14.8","111.3","5.9%","32.5%","29.9%",".222",".344",".272","17273"
"Calvin Mitchell","PIT","69","212","232","48","32","11","0","5","21","17","18","0","52","0","1","1","3","3","1",".226","7.8%","22.4%",".286",".349",".635",".123",".276","22.4%","47.2%","30.4%","10.2%",".281","-0.6","79","35.1%","69.9%","50.4%","54.8%","88.8%","12.4%","48.1%","29.0%","22.8%","10.5%","59.9%","29.6%","89.9","7.5","107.3","4.9%","40.7%","27.4%",".238",".358",".292","22169"
"Jordan Luplow","ARI","83","205","234","36","20","5","0","11","26","28","25","1","60","3","1","0","5","5","1",".176","10.7%","25.6%",".274",".361",".634",".185",".185","14.4%","41.1%","44.5%","16.9%",".281","0.2","78","28.3%","74.5%","47.5%","55.4%","82.4%","12.8%","52.7%","26.7%","20.5%","19.2%","46.6%","34.2%","87.2","17.7","108.8","7.5%","32.9%","27.2%",".198",".351",".288","16424"
"Chad Pinder","OAK","111","361","379","85","55","18","0","12","38","42","14","0","118","0","2","1","10","2","0",".235","3.7%","31.1%",".263",".385",".648",".150",".313","20.0%","49.4%","30.6%","16.0%",".281","-0.1","86","35.4%","77.2%","52.9%","55.4%","77.2%","16.6%","41.5%","34.6%","24.0%","18.7%","53.3%","28.0%","87.5","9.7","109.8","6.5%","40.5%","30.1%",".235",".380",".280","15191"
"Trent Grisham","SDP","152","451","524","83","48","16","2","17","58","53","57","1","150","7","2","7","3","7","1",".184","10.9%","28.6%",".284",".341",".626",".157",".231","13.5%","43.3%","43.3%","13.6%",".280","2.1","83","23.0%","58.1%","37.9%","63.4%","82.2%","9.2%","46.8%","28.4%","24.8%","16.8%","52.9%","30.3%","88.3","15.1","111.1","8.1%","35.5%","30.9%",".204",".354",".295","18564"
"Enrique Hernandez","BOS","93","361","402","80","50","24","0","6","48","45","34","0","71","3","4","0","11","0","2",".222","8.5%","17.7%",".291",".338",".629",".116",".257","18.0%","39.5%","42.5%","4.8%",".280","0.5","75","30.8%","73.5%","47.6%","59.5%","87.4%","11.2%","46.3%","32.3%","21.4%","21.8%","49.0%","29.3%","87.8","17.1","112.3","5.8%","35.0%","25.5%",".238",".356",".296","10472"
"Franmil Reyes","- - -","118","438","473","97","64","17","2","14","43","47","30","0","157","2","3","0","12","2","1",".221","6.3%","33.2%",".273",".365",".638",".144",".307","18.0%","47.5%","34.5%","14.3%",".280","-1.1","80","33.0%","69.3%","47.8%","46.7%","78.8%","16.4%","42.6%","29.9%","27.5%","13.4%","50.0%","36.6%","92.0","9.9","112.4","11.3%","45.8%","32.8%",".203",".358",".275","14566"
"Gilberto Celestino","MIN","122","311","347","74","59","12","1","2","30","24","32","0","77","2","0","2","13","4","1",".238","9.2%","22.2%",".313",".302",".615",".064",".310","20.9%","60.3%","18.8%","4.5%",".280","0.0","82","25.5%","67.9%","44.5%","65.1%","85.2%","9.4%","31.4%","31.8%","36.9%","19.5%","60.2%","20.3%","87.3","-1.9","107.6","2.5%","33.9%","27.3%",".219",".294",".270","20233"
"Francisco Mejia","TBR","93","289","299","70","42","22","0","6","32","31","7","0","65","2","1","0","6","0","0",".242","2.3%","21.7%",".264",".381",".645",".138",".292","24.4%","36.9%","38.7%","6.9%",".279","0.2","85","52.9%","73.7%","61.1%","69.2%","86.4%","13.8%","45.3%","33.8%","20.9%","16.9%","60.0%","23.1%","86.8","15.7","108.5","2.7%","27.6%","27.4%",".242",".329",".262","16403"
"Matt Duffy","LAA","77","228","247","57","47","8","0","2","14","16","17","0","50","2","0","0","6","0","0",".250","6.9%","20.2%",".308",".311",".619",".061",".313","20.8%","46.6%","32.6%","3.4%",".279","-0.1","78","30.7%","66.0%","45.7%","62.4%","92.7%","8.7%","28.7%","36.0%","35.4%","10.7%","65.7%","23.6%","87.1","9.9","105.8","2.8%","25.8%","26.6%",".234",".333",".280","13836"
"Albert Almora Jr.","CIN","64","215","235","48","32","10","1","5","26","29","17","0","46","1","1","1","9","3","2",".223","7.2%","19.6%",".282",".349",".631",".126",".261","22.5%","50.3%","27.2%","10.9%",".279","0.4","71","38.8%","69.2%","51.4%","67.2%","87.2%","11.1%","46.2%","34.5%","19.3%","22.2%","54.4%","23.4%","84.0","6.7","108.6","1.8%","25.1%","27.0%",".233",".307",".270","14109"
"Rougned Odor","BAL","135","426","472","88","53","19","3","13","49","53","32","1","109","10","4","0","9","6","1",".207","6.8%","23.1%",".275",".357",".632",".150",".244","19.4%","31.5%","49.0%","8.4%",".278","0.4","80","34.9%","72.7%","50.1%","61.4%","84.8%","12.5%","44.5%","35.8%","19.6%","17.1%","53.0%","29.9%","87.8","21.5","109.7","6.5%","33.3%","26.5%",".207",".339",".277","12282"
"Jared Walsh","LAA","118","423","454","91","56","18","2","15","41","44","27","4","138","4","0","0","6","2","1",".215","5.9%","30.4%",".269",".374",".642",".158",".281","18.1%","45.4%","36.5%","14.6%",".278","-0.6","78","33.4%","67.5%","49.0%","60.1%","82.9%","12.5%","42.1%","35.4%","22.5%","16.1%","49.1%","34.7%","90.1","10.7","112.1","9.5%","42.5%","29.4%",".221",".368",".280","18607"
"Jose Azocar","SDP","98","202","216","52","40","9","3","0","24","10","12","0","44","0","1","1","6","5","6",".257","5.6%","20.4%",".298",".332",".629",".074",".327","21.4%","49.4%","29.2%","0.0%",".278","0.5","81","41.2%","75.6%","54.6%","68.9%","86.3%","11.8%","23.8%","40.6%","35.6%","11.3%","65.6%","23.1%","88.3","9.4","108.2","2.5%","30.0%","24.0%",".241",".317",".272","18821"
"Jo Adell","LAA","88","268","285","60","38","12","2","8","22","27","11","0","107","4","1","0","6","4","2",".224","3.9%","37.5%",".264",".373",".637",".149",".338","20.6%","38.8%","40.6%","12.3%",".278","-0.3","77","37.6%","71.7%","51.9%","57.2%","73.7%","17.3%","47.2%","31.1%","21.7%","18.0%","57.1%","24.8%","87.4","16.7","112.2","9.8%","37.4%","32.6%",".201",".315",".251","20220"
"Frank Schwindel","CHC","75","271","292","62","43","11","0","8","23","36","19","1","58","0","2","0","12","0","0",".229","6.5%","19.9%",".277",".358",".635",".129",".261","18.1%","47.0%","34.9%","10.7%",".278","-0.7","78","40.1%","75.8%","54.8%","68.0%","83.9%","12.6%","46.0%","31.2%","22.8%","18.1%","51.2%","30.7%","88.1","10.2","109.3","4.7%","35.3%","25.8%",".230",".351",".278","15351"
"Jeimer Candelario","DET","124","429","467","93","59","19","2","13","49","50","28","1","109","6","4","0","9","0","1",".217","6.0%","23.3%",".272",".361",".633",".145",".257","18.8%","41.7%","39.5%","10.2%",".277","-0.1","80","36.8%","76.2%","52.3%","64.9%","86.2%","12.0%","39.5%","35.2%","25.3%","19.1%","53.1%","27.8%","87.2","13.5","111.3","8.3%","34.0%","24.7%",".228",".379",".292","13621"
"Miguel Cabrera","DET","112","397","433","101","86","10","0","5","25","43","28","3","101","3","5","0","11","1","0",".254","6.5%","23.3%",".305",".317",".622",".063",".324","22.3%","52.8%","24.9%","6.7%",".275","-1.5","79","34.5%","73.9%","50.2%","66.0%","82.9%","12.1%","34.6%","37.5%","27.9%","10.3%","66.4%","23.3%","89.9","5.0","111.0","4.7%","38.2%","27.0%",".234",".331",".275","1744"
"Andrew Knizner","STL","97","260","293","56","42","10","0","4","28","25","26","0","62","6","0","1","9","0","1",".215","8.9%","21.2%",".301",".300",".601",".085",".268","17.2%","44.9%","37.9%","5.3%",".275","-0.3","79","35.9%","67.0%","48.6%","65.5%","90.4%","10.0%","40.7%","33.2%","26.1%","22.6%","50.8%","26.6%","86.0","15.6","110.2","3.5%","32.7%","27.6%",".219",".306",".280","19514"
"David Fletcher","LAA","61","216","228","55","43","9","1","2","20","17","7","0","16","3","0","2","6","1","0",".255","3.1%","7.0%",".288",".333",".621",".079",".268","24.6%","35.4%","40.0%","2.6%",".275","0.7","75","35.5%","61.7%","48.2%","78.9%","94.5%","5.5%","34.2%","32.7%","33.2%","21.8%","65.3%","12.9%","82.1","15.0","99.0","0.0%","6.9%","27.8%",".285",".344",".295","17992"
"Yoan Moncada","CHW","104","397","433","84","53","18","1","12","41","51","32","2","114","2","1","1","5","2","0",".212","7.4%","26.3%",".273",".353",".626",".141",".265","17.3%","39.2%","43.5%","9.8%",".275","0.9","76","31.3%","68.4%","47.1%","56.6%","85.2%","12.1%","36.5%","38.2%","25.3%","12.6%","56.5%","30.9%","88.7","15.7","111.5","9.8%","37.2%","29.0%",".220",".375",".289","17232"
"Carson Kelly","ARI","104","317","354","67","42","18","0","7","40","35","29","0","71","4","4","0","10","2","0",".211","8.2%","20.1%",".282",".334",".617",".123",".247","19.7%","40.6%","39.8%","7.1%",".275","0.4","73","28.7%","64.5%","43.6%","68.9%","89.3%","8.1%","38.4%","39.6%","22.0%","20.4%","50.0%","29.6%","87.7","14.7","109.4","5.2%","36.8%","28.0%",".225",".345",".288","13620"
"Adam Frazier","SEA","156","541","602","129","100","22","4","3","61","42","46","1","73","5","6","4","15","11","6",".238","7.6%","12.1%",".301",".311",".612",".072",".268","24.0%","41.2%","34.8%","1.8%",".274","1.1","81","32.7%","70.0%","48.6%","78.2%","92.6%","6.3%","36.6%","36.2%","27.2%","18.0%","61.1%","20.9%","85.1","13.6","105.1","1.5%","23.8%","23.1%",".262",".339",".297","15223"
"Diego Castillo","PIT","96","262","283","54","30","13","0","11","28","29","14","1","75","3","4","0","7","1","1",".206","4.9%","26.5%",".251",".382",".633",".176",".239","19.9%","39.8%","40.3%","14.3%",".272","-0.1","73","33.5%","56.5%","43.5%","63.3%","83.7%","11.0%","42.9%","35.6%","21.5%","13.1%","49.7%","37.2%","89.1","14.6","109.6","9.9%","38.2%","33.9%",".224",".389",".292","19906"
"Spencer Torkelson","DET","110","360","404","73","48","16","1","8","38","28","37","0","99","5","2","0","12","0","1",".203","9.2%","24.5%",".285",".319",".604",".117",".255","19.0%","40.3%","40.7%","7.5%",".272","-1.0","76","27.7%","70.0%","45.9%","59.7%","86.2%","10.5%","42.2%","31.9%","25.9%","13.7%","54.8%","31.6%","90.5","15.0","111.5","8.4%","41.4%","27.5%",".226",".378",".305","27465"
"Alek Thomas","ARI","113","381","411","88","62","17","1","8","45","39","22","0","74","3","5","0","6","4","3",".231","5.4%","18.0%",".275",".344",".619",".113",".263","17.0%","58.0%","25.0%","10.3%",".272","0.5","71","36.6%","64.3%","49.0%","65.2%","84.3%","11.5%","35.9%","35.3%","28.8%","17.6%","56.4%","26.0%","87.4","2.6","111.3","3.8%","34.6%","29.7%",".238",".335",".277","23792"
"Nick Senzel","CIN","110","373","420","86","68","13","0","5","45","25","30","0","76","5","1","2","7","8","5",".231","7.1%","18.1%",".296",".306",".601",".075",".276","22.6%","46.1%","31.3%","5.4%",".272","-0.6","66","31.4%","69.5%","47.1%","66.5%","89.1%","9.3%","39.7%","37.0%","23.3%","16.3%","58.3%","25.3%","87.2","11.7","109.5","3.2%","32.4%","26.7%",".249",".355",".299","19293"
"Yan Gomes","CHC","86","277","293","65","45","12","0","8","23","31","8","0","47","3","4","1","15","2","0",".235","2.7%","16.0%",".260",".365",".625",".130",".252","21.8%","45.3%","32.9%","10.4%",".271","0.6","73","41.9%","72.1%","54.2%","71.6%","90.5%","9.8%","43.8%","34.9%","21.3%","19.6%","55.3%","25.1%","85.3","9.4","107.5","3.4%","28.9%","25.6%",".251",".379",".287","9627"
"Omar Narvaez","MIL","84","262","296","54","37","12","1","4","21","23","29","1","57","3","1","1","4","0","0",".206","9.8%","19.3%",".292",".305",".597",".099",".248","19.6%","35.8%","44.6%","4.4%",".269","1.1","71","32.1%","75.1%","50.0%","71.9%","84.6%","10.1%","40.1%","32.9%","27.1%","15.9%","59.9%","24.2%","84.7","17.7","106.4","2.4%","18.4%","22.8%",".207",".293",".268","13338"
"Sergio Alcantara","- - -","93","205","224","45","30","8","1","6","26","29","12","0","57","1","4","2","6","1","2",".220","5.4%","25.4%",".261",".356",".617",".137",".267","19.9%","43.0%","37.1%","10.7%",".269","0.0","70","28.3%","61.8%","42.5%","64.3%","87.0%","9.2%","40.9%","29.2%","29.9%","13.6%","59.7%","26.6%","86.6","13.5","104.1","1.9%","31.2%","31.0%",".209",".291",".244","16417"
"Jose Siri","- - -","104","301","325","64","42","13","2","7","53","24","20","0","108","3","1","0","3","14","2",".213","6.2%","33.2%",".268",".339",".607",".126",".305","21.1%","42.6%","36.3%","10.1%",".268","1.9","75","39.8%","69.8%","51.5%","53.6%","76.9%","17.5%","40.2%","35.1%","24.7%","18.0%","58.2%","23.7%","87.2","15.4","112.0","6.2%","33.0%","33.7%",".207",".323",".261","17452"
"Miguel Rojas","MIA","140","471","507","111","84","19","2","6","34","36","26","1","61","6","3","1","12","9","3",".236","5.1%","12.0%",".283",".323",".605",".087",".258","20.8%","47.0%","32.2%","4.5%",".268","1.2","73","34.4%","66.8%","47.6%","70.9%","95.9%","7.0%","34.5%","34.1%","31.4%","18.8%","60.4%","20.8%","86.1","10.1","109.1","1.9%","26.8%","25.0%",".264",".347",".293","7802"
"Vimael Machin","OAK","73","223","253","49","36","12","0","1","26","13","25","0","47","2","3","0","6","1","1",".220","9.9%","18.6%",".300",".287",".587",".067",".270","23.5%","43.0%","33.5%","1.7%",".268","-0.1","77","30.6%","66.2%","44.6%","73.1%","90.8%","7.4%","30.7%","38.0%","31.3%","10.1%","63.1%","26.8%","89.3","10.2","108.5","3.9%","39.1%","25.2%",".243",".343",".301","17684"
"Nick Madrigal","CHC","59","209","228","52","45","7","0","0","19","7","14","0","27","3","0","2","6","3","1",".249","6.1%","11.8%",".305",".282",".588",".033",".286","21.0%","60.8%","18.2%","0.0%",".267","0.2","70","31.9%","61.0%","44.3%","84.3%","95.6%","4.0%","33.7%","37.0%","29.3%","17.9%","64.1%","17.9%","85.9","-0.2","106.5","0.0%","23.9%","26.5%",".256",".311",".283","20521"
"CJ Abrams","- - -","90","284","302","70","54","12","2","2","33","21","5","0","50","9","2","2","5","7","4",".246","1.7%","16.6%",".280",".324",".604",".077",".291","17.7%","50.9%","31.5%","2.7%",".267","-0.3","71","43.8%","72.5%","56.6%","68.6%","87.4%","11.7%","35.7%","38.2%","26.1%","22.7%","52.5%","24.8%","86.5","6.8","109.6","2.1%","30.7%","25.7%",".241",".316",".266","25768"
"Garrett Hampson","COL","90","199","226","42","30","7","3","2","29","15","21","0","63","1","2","3","3","12","2",".211","9.3%","27.9%",".287",".307",".594",".095",".294","16.2%","48.5%","35.4%","4.3%",".267","-0.4","55","29.1%","61.0%","43.0%","56.8%","87.7%","10.4%","29.1%","44.7%","26.2%","14.2%","62.4%","23.4%","86.5","10.2","107.0","4.3%","27.7%","30.2%",".202",".290",".261","19262"
"Aristides Aquino","CIN","80","259","276","51","28","13","0","10","24","30","17","0","101","0","0","0","1","2","3",".197","6.2%","36.6%",".246",".363",".609",".166",".277","18.4%","38.0%","43.7%","14.5%",".267","0.7","63","43.2%","77.3%","56.6%","49.0%","78.1%","20.0%","50.6%","27.8%","21.5%","30.4%","43.7%","25.9%","85.6","17.4","113.6","8.2%","34.2%","30.6%",".180",".317",".243","15482"
"J.J. Bleday","MIA","65","204","238","34","17","10","2","5","21","16","30","0","67","2","2","0","5","4","1",".167","12.6%","28.2%",".277",".309",".586",".142",".216","23.7%","23.7%","52.5%","6.8%",".266","-0.3","72","27.8%","73.8%","46.6%","62.7%","81.6%","11.7%","49.6%","31.7%","18.7%","22.3%","51.1%","26.6%","86.3","25.0","107.9","8.6%","33.8%","25.8%",".190",".315",".280","26368"
"Jacob Stallings","MIA","114","346","384","77","61","12","0","4","25","34","29","0","83","6","2","1","15","0","1",".223","7.6%","21.6%",".292",".292",".584",".069",".280","19.3%","42.0%","38.6%","3.9%",".265","-0.6","71","30.3%","63.4%","43.7%","62.4%","90.5%","9.2%","35.3%","32.3%","32.3%","15.8%","61.7%","22.6%","86.7","12.9","109.5","3.4%","32.0%","29.4%",".221",".312",".274","13723"
"Kyle Isbel","KCR","106","256","278","54","35","10","4","5","32","28","16","0","75","3","2","1","5","9","6",".211","5.8%","27.0%",".264",".340",".603",".129",".275","19.3%","43.1%","37.6%","7.4%",".265","0.7","67","31.8%","64.7%","45.7%","67.0%","89.8%","8.8%","47.8%","31.0%","21.2%","17.9%","49.5%","32.6%","89.7","10.6","111.2","4.9%","44.6%","27.8%",".220",".323",".266","21614"
"Tomas Nido","NYM","98","284","313","68","50","15","0","3","31","28","14","0","76","1","2","12","14","0","0",".239","4.5%","24.3%",".276",".324",".600",".085",".314","20.9%","50.0%","29.1%","5.0%",".265","0.9","74","44.8%","81.8%","59.5%","59.0%","74.6%","19.3%","30.2%","41.4%","28.4%","14.0%","57.7%","28.4%","86.4","8.4","107.4","6.3%","32.9%","28.7%",".242",".377",".287","13755"
"Martin Maldonado","HOU","113","344","379","64","37","12","0","15","40","45","22","0","116","7","2","4","6","0","0",".186","5.8%","30.6%",".248",".352",".600",".166",".228","17.0%","42.4%","40.6%","16.1%",".264","0.5","70","35.4%","69.4%","49.9%","48.9%","85.0%","14.8%","44.4%","31.2%","24.4%","15.0%","56.0%","29.1%","88.4","14.7","109.2","8.1%","40.2%","30.7%",".181",".325",".253","6887"
"Yasmani Grandal","CHW","99","327","376","66","54","7","0","5","15","27","45","1","79","2","2","0","8","1","0",".202","12.0%","21.0%",".301",".269",".570",".067",".249","21.2%","42.8%","36.0%","5.6%",".263","-0.4","68","24.4%","59.4%","39.7%","68.5%","86.5%","7.8%","37.6%","31.6%","30.8%","18.8%","56.4%","24.8%","90.0","12.1","110.2","4.8%","39.6%","28.6%",".217",".319",".290","11368"
"Brad Miller","TEX","81","222","241","47","37","3","0","7","20","32","18","0","70","0","1","0","3","4","2",".212","7.5%","29.0%",".270",".320",".590",".108",".274","17.1%","42.1%","40.8%","11.3%",".263","-1.1","69","33.7%","73.6%","50.6%","48.6%","77.2%","17.1%","35.9%","32.0%","32.0%","15.0%","54.9%","30.1%","91.1","14.1","110.7","7.8%","39.9%","31.7%",".205",".344",".269","12775"
